Date,Close
2013/1/4,"2,524.41"
2013/1/7,"2,535.99"
2013/1/8,"2,525.33"
2013/1/9,"2,526.13"
2013/1/10,"2,530.57"
2013/1/11,"2,483.23"
2013/1/14,"2,577.73"
2013/1/15,"2,595.86"
2013/1/16,"2,577.09"
2013/1/17,"2,552.76"
2013/1/18,"2,595.44"
2013/1/21,"2,610.90"
2013/1/22,"2,596.90"
2013/1/23,"2,607.46"
2013/1/24,"2,582.76"
2013/1/25,"2,571.67"
2013/1/28,"2,651.86"
2013/1/29,"2,675.87"
2013/1/30,"2,688.71"
2013/1/31,"2,686.88"
2013/2/1,"2,743.32"
2013/2/4,"2,748.03"
2013/2/5,"2,771.68"
2013/2/6,"2,775.84"
2013/2/7,"2,759.87"
2013/2/8,"2,771.73"
2013/2/18,"2,737.47"
2013/2/19,"2,685.61"
2013/2/20,"2,702.64"
2013/2/21,"2,610.55"
2013/2/22,"2,596.60"
2013/2/25,"2,604.96"
2013/2/26,"2,567.60"
2013/2/27,"2,594.68"
2013/2/28,"2,673.33"
2013/3/1,"2,668.84"
2013/3/4,"2,545.72"
2013/3/5,"2,622.81"
2013/3/6,"2,650.20"
2013/3/7,"2,619.48"
2013/3/8,"2,606.93"
2013/3/11,"2,592.37"
2013/3/12,"2,555.62"
2013/3/13,"2,527.49"
2013/3/14,"2,534.27"
2013/3/15,"2,539.87"
2013/3/18,"2,502.49"
2013/3/19,"2,525.10"
2013/3/20,"2,610.17"
2013/3/21,"2,614.99"
2013/3/22,"2,618.31"
2013/3/25,"2,613.10"
2013/3/26,"2,575.05"
2013/3/27,"2,583.53"
2013/3/28,"2,499.30"
2013/3/29,"2,495.08"
2013/4/1,"2,493.19"
2013/4/2,"2,486.39"
2013/4/3,"2,483.55"
2013/4/8,"2,472.30"
2013/4/9,"2,489.43"
2013/4/10,"2,485.31"
2013/4/11,"2,477.88"
2013/4/12,"2,462.11"
2013/4/15,"2,436.82"
2013/4/16,"2,459.59"
2013/4/17,"2,458.47"
2013/4/18,"2,464.85"
2013/4/19,"2,533.83"
2013/4/22,"2,530.67"
2013/4/23,"2,449.47"
2013/4/24,"2,495.58"
2013/4/25,"2,467.88"
2013/4/26,"2,447.31"
2013/5/2,"2,449.64"
2013/5/3,"2,492.91"
2013/5/6,"2,525.98"
2013/5/7,"2,529.94"
2013/5/8,"2,542.80"
2013/5/9,"2,527.79"
2013/5/10,"2,540.84"
2013/5/13,"2,530.77"
2013/5/14,"2,493.34"
2013/5/15,"2,506.93"
2013/5/16,"2,552.71"
2013/5/17,"2,592.05"
2013/5/20,"2,609.61"
2013/5/21,"2,614.85"
2013/5/22,"2,618.03"
2013/5/23,"2,582.85"
2013/5/24,"2,597.23"
2013/5/27,"2,599.59"
2013/5/28,"2,644.36"
2013/5/29,"2,642.56"
2013/5/30,"2,634.32"
2013/5/31,"2,606.43"
2013/6/3,"2,602.62"
2013/6/4,"2,565.67"
2013/6/5,"2,560.54"
2013/6/6,"2,527.85"
2013/6/7,"2,484.16"
2013/6/13,"2,399.94"
2013/6/14,"2,416.77"
2013/6/17,"2,403.84"
2013/6/18,"2,418.75"
2013/6/19,"2,400.77"
2013/6/20,"2,321.47"
2013/6/21,"2,317.39"
2013/6/24,"2,171.21"
2013/6/25,"2,165.42"
2013/6/26,"2,168.30"
2013/6/27,"2,160.74"
2013/6/28,"2,200.64"
2013/7/1,"2,213.32"
2013/7/2,"2,221.98"
2013/7/3,"2,203.83"
2013/7/4,"2,221.98"
2013/7/5,"2,226.85"
2013/7/8,"2,163.62"
2013/7/9,"2,162.67"
2013/7/10,"2,224.07"
