,value,cash,portfolio
2012-04-19,1129335.5084284935,0.0,HS300收盘价
2012-04-20,1142725.3942359977,0.0,HS300收盘价
2012-04-23,1133676.9983686784,0.0,HS300收盘价
2012-04-24,1133168.0261011417,0.0,HS300收盘价
2012-04-25,1142355.6280587274,0.0,HS300收盘价
2012-04-26,1144748.232735182,0.0,HS300收盘价
2012-04-27,1142429.5812941813,0.0,HS300收盘价
2012-05-02,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-03,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-04,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-07,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-08,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-09,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-10,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-11,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-14,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-15,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-16,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-17,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-18,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-21,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-22,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-23,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-24,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-25,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-28,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-29,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-30,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-05-31,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-01,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-04,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-05,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-06,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-07,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-08,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-11,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-12,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-13,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-14,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-15,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-18,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-19,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-20,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-21,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-25,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-26,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-27,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-28,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-06-29,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-02,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-03,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-04,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-05,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-06,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-09,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-10,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-11,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-12,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-13,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-16,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-17,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-18,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-19,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-20,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-23,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-24,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-25,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-26,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-27,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-30,1167369.2224034797,0.0,定期存款利率：3个月（月）
2012-07-31,1167353.6742418744,0.0,定期存款利率：3个月（月）
2012-08-01,1167353.6742418744,0.0,HS300收盘价
2012-08-02,1155589.3188535254,0.0,HS300收盘价
2012-08-03,1164923.5949420512,0.0,HS300收盘价
2012-08-06,1180696.8387883569,0.0,HS300收盘价
2012-08-07,1182310.292661559,0.0,HS300收盘价
2012-08-08,1182770.5724474727,0.0,HS300收盘价
2012-08-09,1193609.4190189845,0.0,HS300收盘价
2012-08-10,1187695.0712322462,0.0,HS300收盘价
2012-08-13,1164027.7815952732,0.0,HS300收盘价
2012-08-14,1166546.947305273,0.0,HS300收盘价
2012-08-15,1153975.8649803228,0.0,HS300收盘价
2012-08-16,1148061.5171935845,0.0,HS300收盘价
2012-08-17,1144997.934532504,0.0,HS300收盘价
2012-08-20,1139212.2671160211,0.0,HS300收盘价
2012-08-21,1145106.81792272,0.0,HS300收盘价
2012-08-22,1136143.735209931,0.0,HS300收盘价
2012-08-23,1139415.1861614236,0.0,HS300收盘价
2012-08-24,1126289.7883953734,0.0,HS300收盘价
2012-08-27,1102790.7730887344,0.0,HS300收盘价
2012-08-28,1107843.9522437635,0.0,HS300收盘价
2012-08-29,1096163.7340205815,0.0,HS300收盘价
2012-08-30,1094461.1937372023,0.0,HS300收盘价
2012-08-31,1091244.1844808175,0.0,HS300收盘价
2012-09-03,1102874.9102539013,0.0,CRB现货指数：综合
2012-09-04,1103908.7852461915,0.0,CRB现货指数：综合
2012-09-05,1105684.3531677332,0.0,CRB现货指数：综合
2012-09-06,1105684.3531677332,0.0,CRB现货指数：综合
2012-09-07,1109482.719987234,0.0,CRB现货指数：综合
2012-09-10,1105976.5352307716,0.0,CRB现货指数：综合
2012-09-11,1104762.855891996,0.0,CRB现货指数：综合
2012-09-12,1105369.6955613839,0.0,CRB现货指数：综合
2012-09-13,1105976.5352307716,0.0,CRB现货指数：综合
2012-09-14,1113281.0868067348,0.0,CRB现货指数：综合
2012-09-17,1108358.942821701,0.0,CRB现货指数：综合
2012-09-18,1105099.989041656,0.0,CRB现货指数：综合
2012-09-19,1111527.9944285038,0.0,CRB现货指数：综合
2012-09-20,1111820.1764915425,0.0,CRB现货指数：综合
2012-09-21,1106898.0325065088,0.0,CRB现货指数：综合
2012-09-24,1112741.6737672794,0.0,CRB现货指数：综合
2012-09-25,1116225.382980431,0.0,CRB现货指数：综合
2012-09-26,1115236.4590747622,0.0,CRB现货指数：综合
2012-09-27,1112674.2471373472,0.0,CRB现货指数：综合
2012-09-28,1117731.2443822448,0.0,CRB现货指数：综合
2012-10-08,1105279.793388141,0.0,CRB现货指数：综合
2012-10-09,1100042.9917967583,0.0,CRB现货指数：综合
2012-10-10,1097975.241812178,0.0,CRB现货指数：综合
2012-10-11,1100020.5162534476,0.0,CRB现货指数：综合
2012-10-12,1097345.9265994795,0.0,CRB现货指数：综合
2012-10-15,1091075.2500158064,0.0,CRB现货指数：综合
2012-10-16,1090670.6902362145,0.0,CRB现货指数：综合
2012-10-17,1092176.5516380286,0.0,CRB现货指数：综合
2012-10-18,1095592.8342212483,0.0,CRB现货指数：综合
2012-10-19,1093839.7418430173,0.0,CRB现货指数：综合
2012-10-22,1090670.6902362145,0.0,CRB现货指数：综合
2012-10-23,1083321.1875736301,0.0,CRB现货指数：综合
2012-10-24,1080601.6468330408,0.0,CRB现货指数：综合
2012-10-25,1075544.649588143,0.0,CRB现货指数：综合
2012-10-26,1073274.6197137667,0.0,CRB现货指数：综合
2012-10-29,1071544.0028788461,0.0,CRB现货指数：综合
2012-10-30,1071049.5409260117,0.0,CRB现货指数：综合
2012-10-31,1070195.470280207,0.0,CRB现货指数：综合
2012-11-01,1072353.1224380299,0.0,CRB现货指数：综合
2012-11-02,1068689.608878393,0.0,CRB现货指数：综合
2012-11-05,1066487.0056339486,0.0,CRB现货指数：综合
2012-11-06,1069049.2175713633,0.0,CRB现货指数：综合
2012-11-07,1066779.187696987,0.0,CRB现货指数：综合
2012-11-08,1074218.5925328142,0.0,CRB现货指数：综合
2012-11-09,1072398.0735246511,0.0,CRB现货指数：综合
2012-11-12,1070195.470280207,0.0,CRB现货指数：综合
2012-11-13,1071948.562658438,0.0,CRB现货指数：综合
2012-11-14,1072780.1577609323,0.0,CRB现货指数：综合
2012-11-15,1076713.377840297,0.0,CRB现货指数：综合
2012-11-16,1072038.4648316808,0.0,CRB现货指数：综合
2012-11-19,1069498.7284375767,0.0,CRB现货指数：综合
2012-11-20,1072375.5979813407,0.0,CRB现货指数：综合
2012-11-21,1072532.9267845154,0.0,CRB现货指数：综合
2012-11-22,1072532.9267845154,0.0,CRB现货指数：综合
2012-11-23,1073117.2909105923,0.0,CRB现货指数：综合
2012-11-26,1074892.8588321342,0.0,CRB现货指数：综合
2012-11-27,1080489.2691164876,0.0,CRB现货指数：综合
2012-11-28,1080938.7799827007,0.0,CRB现货指数：综合
2012-11-29,1083793.1739831541,0.0,CRB现货指数：综合
2012-11-30,1086625.092440297,0.0,CRB现货指数：综合
2012-12-03,1085995.7772275985,0.0,中债综合指数
2012-12-04,1085925.2357932597,0.0,中债综合指数
2012-12-05,1085742.5706053926,0.0,中债综合指数
2012-12-06,1085770.7871791283,0.0,中债综合指数
2012-12-07,1085749.2534781194,0.0,中债综合指数
2012-12-10,1085931.1761245725,0.0,中债综合指数
2012-12-11,1086059.6357892107,0.0,中债综合指数
2012-12-12,1086139.830261933,0.0,中债综合指数
2012-12-13,1086272.0026336415,0.0,中债综合指数
2012-12-14,1086263.0921366722,0.0,中债综合指数
2012-12-17,1086512.5860518077,0.0,中债综合指数
2012-12-18,1086606.8888113976,0.0,中债综合指数
2012-12-19,1086476.9440639312,0.0,中债综合指数
2012-12-20,1086359.6225205043,0.0,中债综合指数
2012-12-21,1086338.0888194956,0.0,中债综合指数
2012-12-24,1086673.717538666,0.0,中债综合指数
2012-12-25,1086902.420294207,0.0,中债综合指数
2012-12-26,1087102.9064760124,0.0,中债综合指数
2012-12-27,1087592.2412679002,0.0,中债综合指数
2012-12-28,1087981.3329688855,0.0,中债综合指数
2012-12-31,1088410.521906232,0.0,中债综合指数
2013-01-04,1088191.4721890741,0.0,中债综合指数
2013-01-07,1089409.2401081885,0.0,中债综合指数
2013-01-08,1089843.6268354333,0.0,中债综合指数
2013-01-09,1090455.4809606469,0.0,中债综合指数
2013-01-10,1090370.088698026,0.0,中债综合指数
2013-01-11,1090262.4201929823,0.0,中债综合指数
2013-01-14,1090641.1163141704,0.0,中债综合指数
2013-01-15,1090910.6588474864,0.0,中债综合指数
2013-01-16,1091060.6522131334,0.0,中债综合指数
2013-01-17,1091412.6168434138,0.0,中债综合指数
2013-01-18,1092222.7295261906,0.0,中债综合指数
2013-01-21,1092948.1924877604,0.0,中债综合指数
2013-01-22,1093312.7803220805,0.0,中债综合指数
2013-01-23,1093743.4543422551,0.0,中债综合指数
2013-01-24,1093649.1515826653,0.0,中债综合指数
2013-01-25,1093877.8543382061,0.0,中债综合指数
2013-01-28,1093939.485275576,0.0,中债综合指数
2013-01-29,1093989.9780917342,0.0,中债综合指数
2013-01-30,1094146.654330108,0.0,中债综合指数
2013-01-31,1094375.357085649,0.0,中债综合指数
2013-02-01,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-04,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-05,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-06,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-07,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-08,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-18,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-19,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-20,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-21,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-22,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-25,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-26,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-27,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-02-28,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-01,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-04,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-05,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-06,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-07,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-08,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-11,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-12,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-13,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-14,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-15,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-18,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-19,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-20,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-21,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-22,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-25,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-26,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-27,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-28,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-03-29,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-01,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-02,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-03,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-08,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-09,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-10,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-11,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-12,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-15,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-16,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-17,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-18,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-19,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-22,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-23,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-24,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-25,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-04-26,1094640.4443704807,0.0,定期存款利率：3个月（月）
2013-05-02,1094640.4443704807,0.0,中债综合指数
2013-05-03,1094988.3202575448,0.0,中债综合指数
2013-05-06,1095035.0934860576,0.0,中债综合指数
2013-05-07,1095578.1014358234,0.0,中债综合指数
2013-05-08,1095303.3087183107,0.0,中债综合指数
2013-05-09,1095675.3020513265,0.0,中债综合指数
2013-05-10,1096143.0343364547,0.0,中债综合指数
2013-05-13,1096626.8449188839,0.0,中债综合指数
2013-05-14,1096923.5625872621,0.0,中债综合指数
2013-05-15,1097208.586948512,0.0,中债综合指数
2013-05-16,1097331.3666733583,0.0,中债综合指数
2013-05-17,1097576.195291355,0.0,中债综合指数
2013-05-20,1097785.2131562715,0.0,中债综合指数
2013-05-21,1097891.183752121,0.0,中债综合指数
2013-05-22,1098184.2472620215,0.0,中债综合指数
2013-05-23,1098563.5489119927,0.0,中债综合指数
2013-05-24,1098843.457451374,0.0,中债综合指数
2013-05-27,1099416.4295006562,0.0,中债综合指数
2013-05-28,1099747.4962587235,0.0,中债综合指数
2013-05-29,1099637.140672701,0.0,中债综合指数
2013-05-30,1099766.4978828067,0.0,中债综合指数
2013-05-31,1099752.612080592,0.0,中债综合指数
2013-06-03,1099860.7751715279,0.0,中债综合指数
2013-06-04,1099674.413089172,0.0,中债综合指数
2013-06-05,1099523.1309282011,0.0,中债综合指数
2013-06-06,1099088.286069371,0.0,中债综合指数
2013-06-07,1098440.7691871468,0.0,中债综合指数
2013-06-13,1099080.977752416,0.0,中债综合指数
2013-06-14,1098360.3777006406,0.0,中债综合指数
2013-06-17,1098154.283162506,0.0,中债综合指数
2013-06-18,1097666.8184215992,0.0,中债综合指数
2013-06-19,1095480.1699886257,0.0,中债综合指数
2013-06-20,1089078.8151676308,0.0,中债综合指数
2013-06-21,1089391.6111333102,0.0,中债综合指数
2013-06-24,1089319.98962715,0.0,中债综合指数
2013-06-25,1089800.876882797,0.0,中债综合指数
2013-06-26,1093599.7400360717,0.0,中债综合指数
2013-06-27,1095037.285981145,0.0,中债综合指数
2013-06-28,1096308.933131337,0.0,中债综合指数
2013-07-01,1096887.0210024875,0.0,中债综合指数
2013-07-02,1097749.4024031924,0.0,中债综合指数
2013-07-03,1098338.4527497755,0.0,中债综合指数
2013-07-04,1099173.7933777464,0.0,中债综合指数
2013-07-05,1099599.8682562301,0.0,中债综合指数
2013-07-08,1099717.5321592076,0.0,中债综合指数
2013-07-09,1099568.4424933232,0.0,中债综合指数
2013-07-10,1098510.9290299164,0.0,中债综合指数
2013-07-11,1097670.4725800771,0.0,中债综合指数
2013-07-12,1096835.8627838017,0.0,中债综合指数
2013-07-15,1096899.4451413113,0.0,中债综合指数
2013-07-16,1096483.6019065646,0.0,中债综合指数
2013-07-17,1095734.4994186643,0.0,中债综合指数
2013-07-18,1095282.8454308375,0.0,中债综合指数
2013-07-19,1094789.5340363665,0.0,中债综合指数
2013-07-22,1093454.3045286648,0.0,中债综合指数
2013-07-23,1091678.383508569,0.0,中债综合指数
2013-07-24,1090341.6923374766,0.0,中债综合指数
2013-07-25,1091443.7865343096,0.0,中债综合指数
2013-07-26,1092152.6932789567,0.0,中债综合指数
2013-07-29,1092113.9591990947,0.0,中债综合指数
2013-07-30,1092422.3701746007,0.0,中债综合指数
2013-07-31,1092798.7484977897,0.0,中债综合指数
2013-08-01,1093775.1396429946,0.0,中债综合指数
2013-08-02,1094661.6384896513,0.0,中债综合指数
2013-08-05,1094786.6107095839,0.0,中债综合指数
2013-08-06,1094583.4394982315,0.0,中债综合指数
2013-08-07,1093734.213068046,0.0,中债综合指数
2013-08-08,1092053.3001683669,0.0,中债综合指数
2013-08-09,1091300.543521989,0.0,中债综合指数
2013-08-12,1090824.0412565146,0.0,中债综合指数
2013-08-13,1088390.3717104576,0.0,中债综合指数
2013-08-14,1086965.249904208,0.0,中债综合指数
2013-08-15,1085801.7658449518,0.0,中债综合指数
2013-08-16,1085732.3368338782,0.0,中债综合指数
2013-08-19,1084871.417096564,0.0,中债综合指数
2013-08-20,1083010.7195997888,0.0,中债综合指数
2013-08-21,1083472.6052313528,0.0,中债综合指数
2013-08-22,1083501.1076674778,0.0,中债综合指数
2013-08-23,1084641.2051124775,0.0,中债综合指数
2013-08-26,1085627.097069724,0.0,中债综合指数
2013-08-27,1085820.7674690348,0.0,中债综合指数
2013-08-28,1085184.2130622433,0.0,中债综合指数
2013-08-29,1085001.505138365,0.0,中债综合指数
2013-08-30,1085100.1674172594,0.0,中债综合指数
2013-09-02,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-03,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-04,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-05,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-06,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-09,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-10,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-11,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-12,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-13,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-16,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-17,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-18,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-23,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-24,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-25,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-26,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-27,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-09-30,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-08,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-09,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-10,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-11,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-14,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-15,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-16,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-17,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-18,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-21,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-22,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-23,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-24,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-25,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-28,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-29,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-30,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-10-31,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-01,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-04,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-05,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-06,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-07,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-08,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-11,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-12,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-13,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-14,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-15,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-18,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-19,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-20,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-21,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-22,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-25,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-26,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-27,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-28,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-11-29,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-12-02,1085191.5213791984,0.0,定期存款利率：3个月（月）
2013-12-03,1085191.5213791984,0.0,定期存款利率：3个月（月）
