Date,中债,中证全指,CRB
2012/6/14,145.5076,2295.946,851.36
2012/6/15,145.5293,2306.85,853.85
2012/6/18,145.4533,2316.052,855.28
2012/6/19,145.3983,2300.795,856.65
2012/6/20,145.3663,2292.877,852.93
2012/6/21,145.4065,2260.877,846.23
2012/6/25,145.5082,2224.114,836.33
2012/6/26,145.5461,2222.067,834.42
2012/6/27,145.6538,2216.934,810.13
2012/6/28,145.7036,2195.843,808.99
2012/6/29,145.7298,2225.431,819.79
2012/7/2,145.7545,2226.11,823.58
2012/7/3,145.7872,2229.193,831.27
2012/7/4,145.8157,2227.315,
2012/7/5,145.8643,2201.353,831.88
2012/7/6,146.0641,2223.579,824.15
2012/7/9,146.1865,2170.814,819.78
2012/7/10,146.2346,2164.437,795.56
2012/7/11,146.2846,2175.383,798.39
2012/7/12,146.3145,2185.491,793.33
2012/7/13,146.3086,2185.895,799.03
2012/7/16,146.3023,2147.955,801.06
2012/7/17,146.2724,2161.186,799.97
2012/7/18,146.2499,2169.099,801.68
2012/7/19,146.2546,2184.841,806.53
2012/7/20,146.2845,2168.638,802.88
2012/7/23,146.3234,2141.402,792.85
2012/7/24,146.3084,2146.589,781.09
2012/7/25,146.2842,2136.151,782.36
2012/7/26,146.2631,2126.004,783.01
2012/7/27,146.2659,2128.765,789.16
2012/7/30,146.289,2109.914,789.62
2012/7/31,146.2146,2103.634,791.68
2012/8/1,146.1899,2123.36,787.87
2012/8/2,146.1783,2111.182,778.87
2012/8/3,146.151,2132.796,782.71
2012/8/6,146.0932,2154.916,783.67
2012/8/7,145.9844,2157.62,830.28
2012/8/8,145.8892,2160.99,830.62
2012/8/9,145.9584,2174.102,830.84
2012/8/10,145.9701,2168.814,826.99
2012/8/13,145.9894,2136.078,826.99
2012/8/14,145.9591,2142.525,824.15
2012/8/15,145.9,2118.945,823.22
2012/8/16,145.8748,2112.197,822.3
2012/8/17,145.8639,2114.891,826.96
2012/8/20,145.7801,2106.957,824.78
2012/8/21,145.7329,2118.268,829.84
2012/8/22,145.586,2107.711,834.66
2012/8/23,145.6076,2113.072,845.94
2012/8/24,145.6959,2092.104,851.55
2012/8/27,145.7012,2055.708,851.98
2012/8/28,145.6478,2073.154,854.04
2012/8/29,145.6156,2053.235,855.5
2012/8/30,145.5997,2052.585,846.21
2012/8/31,145.601,2047.522,849.03
2012/9/3,145.6652,2059.147,
2012/9/4,145.7246,2043.649,847.92
2012/9/5,145.7265,2037.681,853.76
2012/9/6,145.729,2051.918,853.76
2012/9/7,145.6436,2127.762,864.94
2012/9/10,145.5188,2134.893,861.72
2012/9/11,145.4647,2120.554,869.82
2012/9/12,145.3116,2126.554,877.6
2012/9/13,145.2879,2110.379,874.84
2012/9/14,145.0394,2123.847,888.75
2012/9/17,144.9648,2078.5,895.42
2012/9/18,145.0542,2059.543,891.86
2012/9/19,145.0574,2067.831,893.88
2012/9/20,145.0962,2024.837,895.63
2012/9/21,145.1685,2026.69,890.37
2012/9/24,145.2147,2033.192,889.89
2012/9/25,145.3293,2029.293,897.79
2012/9/26,145.413,2004.172,900.56
2012/9/27,145.4634,2056.323,900.31
2012/9/28,145.489,2086.169,903.8
2012/10/8,145.5591,2074.419,902.88
2012/10/9,145.5442,2115.23,874.98
2012/10/10,145.5576,2119.942,871.83
2012/10/11,145.6341,2102.868,872.9
2012/10/12,145.7555,2104.932,867.97
2012/10/15,145.8613,2098.703,858.51
2012/10/16,145.8368,2098.808,858.99
2012/10/17,145.8197,2105.618,859.97
2012/10/18,145.8081,2131.688,862.19
2012/10/19,145.7739,2128.302,860.4
2012/10/22,145.8235,2132.758,850.88
2012/10/23,145.7945,2114.447,842.41
2012/10/24,145.7719,2115.99,830.84
2012/10/25,145.7228,2101.58,833.52
2012/10/26,145.6912,2066.209,829.41
2012/10/29,145.7265,2058.943,823.56
2012/10/30,145.779,2062.347,823.56
2012/10/31,145.776,2068.88,826.54
2012/11/1,145.7243,2104.428,830.74
2012/11/2,145.7416,2117.046,826.11
2012/11/5,145.7934,2114.027,829.31
2012/11/6,145.8278,2105.999,832.36
2012/11/7,145.8587,2105.73,831.62
2012/11/8,145.8812,2071.509,857.18
2012/11/9,145.9053,2069.067,856.43
2012/11/12,145.9574,2079.274,856.75
2012/11/13,146.0037,2047.889,858
2012/11/14,146.0447,2055.419,860.21
2012/11/15,146.0766,2030.29,861.76
2012/11/16,146.1436,2014.725,860.48
2012/11/19,146.25,2016.982,863.5
2012/11/20,146.2622,2008.923,865.46
2012/11/21,146.2534,2030.319,863.42
2012/11/22,146.2198,2015.611,
2012/11/23,146.2081,2027.384,863.41
2012/11/26,146.2229,2017.464,865.93
2012/11/27,146.2133,1991.165,875
2012/11/28,146.21,1973.523,875.13
2012/11/29,146.2263,1963.488,881.75
2012/11/30,146.2267,1980.117,887.9
2012/12/3,146.2539,1959.767,890.65
2012/12/4,146.2444,1975.143,890.37
2012/12/5,146.2198,2031.907,901.14
2012/12/6,146.2236,2029.237,899.5
2012/12/7,146.2207,2061.786,897.68
2012/12/10,146.2452,2083.77,904.55
2012/12/11,146.2625,2074.704,913.12
2012/12/12,146.2733,2082.726,916.62
2012/12/13,146.2911,2061.476,911.95
2012/12/14,146.2899,2150.625,913.83
2012/12/17,146.3235,2160.342,915.56
2012/12/18,146.3362,2162.464,915.6
2012/12/19,146.3187,2162.239,919.91
2012/12/20,146.3029,2168.353,913.03
2012/12/21,146.3,2153.31,913.48
2012/12/24,146.3452,2159.053,911.17
2012/12/25,146.376,2213.611,
2012/12/26,146.403,2219.132,913.68
2012/12/27,146.4689,2205.897,915.78
2012/12/28,146.5213,2233.252,916.84
2012/12/31,146.5791,2269.128,
2013/1/4,146.5496,2276.992,929.41
2013/1/7,146.7136,2285.364,921.57
2013/1/8,146.7721,2276.07,919.96
2013/1/9,146.8545,2275.34,922.01
2013/1/10,146.843,2283.658,929.61
2013/1/11,146.8285,2242.997,927.14
2013/1/14,146.8795,2311.74,927.34
2013/1/15,146.9158,2325.682,925.18
2013/1/16,146.936,2309.499,919.82
2013/1/17,146.9834,2284.909,924.14
2013/1/18,147.0925,2317.07,927.26
2013/1/21,147.1902,2328.221,
2013/1/22,147.2393,2315.139,932.51
2013/1/23,147.2973,2320.911,930.2
2013/1/24,147.2846,2302.598,941.89
2013/1/25,147.3154,2291.304,930.9
2013/1/28,147.3237,2346.505,930.79
2013/1/29,147.3305,2358.977,931.68
2013/1/30,147.3516,2382.475,938.29
2013/1/31,147.3824,2385.422,942.63
2013/2/1,147.4181,2419.02,944.85
2013/2/4,147.4707,2428.154,944.12
2013/2/5,147.5388,2433.13,945.24
2013/2/6,147.5738,2434.477,943.7
2013/2/7,147.6108,2418.53,942.9
2013/2/8,147.6667,2432.402,
2013/2/18,147.8896,2421.558,
2013/2/19,147.9429,2382.914,940.94
2013/2/20,148.0458,2397.178,923.13
2013/2/21,148.1037,2325.951,915.33
2013/2/22,148.1276,2314.164,911.43
2013/2/25,148.1581,2325.819,912.56
2013/2/26,148.1008,2293.341,912.07
2013/2/27,148.1217,2313.22,913.68
2013/2/28,148.116,2365.593,913.11
2013/3/1,148.1464,2359.506,905.71
2013/3/4,148.2354,2273.404,902.17
2013/3/5,148.2707,2326.306,903.9
2013/3/6,148.2864,2347.179,901.57
2013/3/7,148.2955,2324.293,902.49
2013/3/8,148.301,2318.611,919.4
2013/3/11,148.3295,2310.593,920.4
2013/3/12,148.3423,2286.605,918.37
2013/3/13,148.3441,2263.968,922.66
2013/3/14,148.3246,2270.277,924.21
2013/3/15,148.3267,2278.401,921.68
2013/3/18,148.3602,2240.016,910.02
2013/3/19,148.3649,2257.434,904.95
2013/3/20,148.3956,2317.374,905.16
2013/3/21,148.3952,2324.242,902.5
2013/3/22,148.4112,2328.278,905.37
2013/3/25,148.4648,2326.715,906.7
2013/3/26,148.4762,2297.669,906.12
2013/3/27,148.5059,2301.259,900.65
2013/3/28,148.5795,2236.302,898.08
2013/3/29,148.6331,2236.621,
2013/4/1,148.7516,2234.395,898.12
2013/4/2,148.9002,2227.74,896.97
2013/4/3,149.0132,2225.295,
2013/4/8,149.1941,2211.592,884.74
2013/4/9,149.29,2225.775,888.36
2013/4/10,149.3597,2226.126,866.14
2013/4/11,149.3452,2219.553,887.78
2013/4/12,149.3859,2206.78,880.55
2013/4/15,149.5192,2181.942,863.14
2013/4/16,149.6818,2194.846,862.78
2013/4/17,149.6633,2193.796,860.56
2013/4/18,149.5595,2197.602,851.36
2013/4/19,149.4562,2244.643,854.59
2013/4/22,149.3107,2242.169,852.55
2013/4/23,149.3685,2184.538,847.81
2013/4/24,149.4187,2218.318,852.52
2013/4/25,149.4911,2199.307,859.37
2013/4/26,149.5743,2177.912,858.31
2013/5/2,149.7801,2174.123,840.34
2013/5/3,149.8277,2205.497,853.07
2013/5/6,149.8341,2231.166,843.02
2013/5/7,149.9084,2235.575,845.91
2013/5/8,149.8708,2246.3,851.64
2013/5/9,149.9217,2232.971,854.23
2013/5/10,149.9857,2246.831,854.47
2013/5/13,150.0519,2241.92,854.73
2013/5/14,150.0925,2217.01,849.02
2013/5/15,150.1315,2224.797,846.68
2013/5/16,150.1483,2251.806,846.44
2013/5/17,150.1818,2282.87,849.29
2013/5/20,150.2104,2299.986,854.27
2013/5/21,150.2249,2305.114,854.89
2013/5/22,150.265,2302.403,860.65
2013/5/23,150.3169,2275.667,852.94
2013/5/24,150.3552,2288.533,
2013/5/27,150.4336,2293.077,
2013/5/28,150.4789,2321.318,
2013/5/29,150.4638,2324.017,
2013/5/30,150.4815,2317.749,853.39
2013/5/31,150.4796,2300.595,854.47
2013/6/3,150.4944,2299.252,858.7
2013/6/4,150.4689,2272.416,862.71
2013/6/5,150.4482,2270.931,865.96
2013/6/6,150.3887,2242.11,862.92
2013/6/7,150.3001,2210.898,859.09
2013/6/13,150.3877,2148.355,840.26
2013/6/14,150.2891,2162.041,839.73
2013/6/17,150.2609,2156.215,840.33
2013/6/18,150.1942,2159.291,836.5
2013/6/19,149.895,2143.454,832.91
2013/6/20,149.0191,2084.021,825.18
2013/6/21,149.0619,2073.095,
2013/6/24,149.0521,1963.235,851
2013/6/25,149.1179,1959.508,822.34
2013/6/26,149.6377,1951.495,823.43
2013/6/27,149.8344,1950.013,823.26
2013/6/28,150.0084,1979.206,825.22
2013/7/1,150.0875,1995.242,832.04
2013/7/2,150.2055,2006.56,835.62
2013/7/3,150.2861,1994.268,837.88
2013/7/4,150.4004,2006.098,
2013/7/5,150.4587,2007.199,830.25
2013/7/8,150.4748,1958.273,833.56
2013/7/9,150.4544,1965.454,833.37
2013/7/10,150.3097,2008.126,835.17
2013/7/11,150.1947,2072.991,844.53
2013/7/12,150.0805,2039.486,844.62
2013/7/15,150.0892,2059.39,840.93
2013/7/16,150.0323,2065.72,843.24
2013/7/17,149.9298,2044.922,839.69
2013/7/18,149.868,2023.396,838.73
2013/7/19,149.8005,1992.648,839.22
2013/7/22,149.6178,2004.762,842.31
2013/7/23,149.3748,2043.876,841.91
2013/7/24,149.1919,2033.329,840.83
2013/7/25,149.3427,2021.174,842.3
2013/7/26,149.4397,2010.85,835.84
2013/7/29,149.4344,1976.306,836.69
2013/7/30,149.4766,1990.064,833.62
2013/7/31,149.5281,1993.799,838.35
2013/8/1,149.6617,2029.067,
2013/8/2,149.783,2029.418,851.7
2013/8/5,149.8001,2050.481,855.32
2013/8/6,149.7723,2060.5,854.65
2013/8/7,149.6561,2046.778,852.73
2013/8/8,149.4261,2044.895,862.15
2013/8/9,149.3231,2052.235,871.23
2013/8/12,149.2579,2101.283,876.24
2013/8/13,148.9249,2106.156,873.08
2013/8/14,148.7299,2100.137,875.72
2013/8/15,148.5707,2081.88,875.42
2013/8/16,148.5612,2068.452,877.32
2013/8/19,148.4434,2085.602,879.55
2013/8/20,148.1888,2072.595,880.62
2013/8/21,148.252,2072.961,889.82
2013/8/22,148.2559,2067.124,890.69
2013/8/23,148.4119,2057.458,891.94
2013/8/26,148.5468,2096.474,889.55
2013/8/27,148.5733,2103.567,888.53
2013/8/28,148.4862,2101.301,887.5
2013/8/29,148.4612,2097.227,882
2013/8/30,148.4747,2098.382,878.32
2013/9/2,148.4872,2098.448,
2013/9/3,148.4538,2123.112,878.17
2013/9/4,148.3712,2127.618,877.46
2013/9/5,148.3441,2122.43,880.39
2013/9/6,148.3831,2139.993,884.35
2013/9/9,148.3967,2212.516,886.69
2013/9/10,148.3439,2237.984,882.57
2013/9/11,148.2179,2241.268,880.87
2013/9/12,148.1631,2255.605,875.21
2013/9/13,148.0535,2236.217,874.85
2013/9/16,148.0303,2231.401,879.15
2013/9/17,148.0766,2185.56,878.95
2013/9/18,148.0879,2191.851,
2013/9/23,148.3146,2221.044,886.14
2013/9/24,148.2526,2207.531,882.22
2013/9/25,148.3067,2198.515,879.84
2013/9/26,148.4268,2155.809,883.15
2013/9/27,148.4251,2160.027,884.68
2013/9/30,148.4767,2174.665,
2013/10/8,148.6468,2198.199,882.17
2013/10/9,148.5952,2211.769,879
2013/10/10,148.6121,2190.929,879.51
2013/10/11,148.6102,2228.146,880.57
2013/10/14,148.5532,2237.773,884.56
2013/10/15,148.493,2233.412,882.99
2013/10/16,148.4217,2193.074,881.96
2013/10/17,148.4018,2188.542,878.65
2013/10/18,148.3783,2193.78,882
2013/10/21,148.3804,2229.237,884.86
2013/10/22,148.3032,2210.652,890.28
2013/10/23,148.2299,2183.107,887.42
2013/10/24,147.936,2164.322,885.13
2013/10/25,147.7708,2132.955,887.95
2013/10/28,147.7448,2133.869,886.74
2013/10/29,147.6371,2128.864,889.14
2013/10/30,147.5376,2160.463,893.46
2013/10/31,147.6064,2141.614,890.02
2013/11/1,147.7331,2149.562,880.09
2013/11/4,147.7628,2149.634,884.01
2013/11/5,147.6554,2157.24,882.43
2013/11/6,147.5093,2139.607,882.52
2013/11/7,147.2805,2129.4,881.64
2013/11/8,147.1143,2106.127,900.8
2013/11/11,146.6213,2109.471,896.63
2013/11/12,146.6046,2126.772,894.47
2013/11/13,146.4029,2087.941,890.01
2013/11/14,146.2168,2100.506,890.28
2013/11/15,145.8667,2135.827,891.42
2013/11/18,145.6931,2197.219,890.82
2013/11/19,145.4996,2193.125,890.48
2013/11/20,145.3024,2206.613,889.71
2013/11/21,145.3577,2205.766,892.71
2013/11/22,145.5056,2196.378,893.32
2013/11/25,145.5742,2186.115,896.33
2013/11/26,145.5945,2183.073,896.02
2013/11/27,145.734,2201.07,894.05
2013/11/28,145.9615,2219.372,
2013/11/29,146.2809,2220.504,894.21
2013/12/2,146.1304,2207.371,891.92
2013/12/3,146.232,2222.67,
2013/12/4,146.3166,2251.762,894.85
2013/12/5,146.1885,2247.063,898.21
2013/12/6,146.147,2237.108,899.66
2013/12/9,146.0971,2238.2,913.15
2013/12/10,145.8564,2237.492,916.89
2013/12/11,145.8105,2204.166,915
2013/12/12,145.928,2202.796,917.38
2013/12/13,146.1217,2196.075,918.36
2013/12/16,146.1165,2160.861,921.73
2013/12/17,146.0737,2151.079,923.49
2013/12/18,145.9488,2148.285,922.46
2013/12/19,145.7931,2127.792,922.77
2013/12/20,145.719,2084.794,921.95
2013/12/23,145.7017,2089.707,925.56
2013/12/24,145.7874,2092.905,934.1
2013/12/25,145.8054,2106.354,
2013/12/26,145.8462,2073.099,
2013/12/27,145.8748,2101.251,936.6
2013/12/30,145.9078,2097.529,933.36
2013/12/31,145.8934,2115.978,936.83
2014/1/2,145.8607,2109.387,932.23
2014/1/3,145.7634,2083.136,922.86
2014/1/6,145.7342,2045.709,919.06
2014/1/7,145.7545,2047.317,919.93
2014/1/8,145.9035,2044.34,923.8
2014/1/9,145.9907,2027.622,919.55
2014/1/10,146.0435,2013.298,918.23
2014/1/13,146.1078,2009.564,920.37
2014/1/14,146.1061,2026.842,923.74
2014/1/15,146.2163,2023.348,937.71
2014/1/16,146.2564,2023.701,935.97
2014/1/17,146.2819,2004.949,937.55
2014/1/20,146.3129,1991.253,
2014/1/21,146.5729,2008.313,934.8
2014/1/22,146.8092,2051.749,934.83
2014/1/23,146.9484,2042.18,932.04
2014/1/24,146.9858,2054.392,928.29
2014/1/27,147.2703,2033.3,924.21
2014/1/28,147.2585,2038.513,923.58
2014/1/29,147.269,2049.914,922.2
2014/1/30,147.306,2033.083,920.91
2014/2/7,147.5797,2044.497,921.45
2014/2/10,147.6816,2086.067,912.88
2014/2/11,147.7267,2103.671,912.67
2014/2/12,147.7713,2109.955,914.32
2014/2/13,147.8952,2098.401,916.23
2014/2/14,148.0186,2115.848,920.24
2014/2/17,148.0841,2135.415,
2014/2/18,148.0986,2119.066,924.67
2014/2/19,148.1247,2142.554,927.25
2014/2/20,148.2218,2138.782,925.53
2014/2/21,148.3736,2113.693,923.71
2014/2/24,148.6605,2076.686,926.97
2014/2/25,149.0932,2034.219,924.87
2014/2/26,149.2168,2041.254,925.61
2014/2/27,149.6371,2047.354,924.98
2014/2/28,149.6793,2056.302,924.61
2014/3/3,149.6559,2075.235,922.93
2014/3/4,149.4158,2071.473,925.19
2014/3/5,149.1787,2053.084,927.33
2014/3/6,149.1058,2059.578,931.39
2014/3/7,149.1478,2057.908,920.35
2014/3/10,149.2694,1999.065,908.84
2014/3/11,149.3285,2001.157,901.04
2014/3/12,149.3829,1997.692,900.42
2014/3/13,149.4471,2019.111,892.49
2014/3/14,149.5383,2004.339,894.57
2014/3/17,149.6022,2023.673,892.23
2014/3/18,149.5075,2025.196,891.75
2014/3/19,149.3665,2021.734,893.15
2014/3/20,149.3401,1993.479,889.62
2014/3/21,149.4072,2047.619,889.4
2014/3/24,149.4184,2066.279,888.83
2014/3/25,149.4002,2067.311,893.04
2014/3/26,149.4264,2063.67,893.19
2014/3/27,149.4289,2046.588,894.86
2014/3/28,149.4165,2041.712,894.07
2014/3/31,149.4775,2033.306,894.65
2014/4/1,149.4568,2047.46,894.34
2014/4/2,149.4158,2058.988,895.13
2014/4/3,149.3256,2043.702,895.87
2014/4/4,149.3483,2058.831,894.25
2014/4/8,149.4845,2098.284,902.29
2014/4/9,149.4084,2105.237,901.47
2014/4/10,149.4782,2134.3,903.71
2014/4/11,149.6038,2130.542,906.15
2014/4/14,149.8176,2131.539,904.98
2014/4/15,149.9441,2101.601,901.73
2014/4/16,150.077,2105.122,904.76
2014/4/17,150.5311,2098.885,906.34
2014/4/18,150.5516,2097.748,
2014/4/21,150.6397,2065.826,906.78
2014/4/22,150.691,2072.831,909.28
2014/4/23,150.6331,2067.382,910.92
2014/4/24,150.6395,2057.033,915.29
2014/4/25,150.6743,2036.519,914.7
2014/4/28,150.7392,2003.487,916.84
2014/4/29,150.8217,2020.341,912.98
2014/4/30,150.9795,2026.358,906.03
2014/5/5,151.2029,2027.353,904.36
2014/5/6,151.404,2028.038,906.73
2014/5/7,151.5718,2010.083,908.63
2014/5/8,151.9075,2015.274,903.68
2014/5/9,152.4583,2011.135,902.19
2014/5/12,152.5344,2052.871,906.82
2014/5/13,152.5273,2050.728,908.18
2014/5/14,152.3893,2047.91,912.15
2014/5/15,152.3418,2024.974,912.09
2014/5/16,152.346,2026.504,911.53
2014/5/19,152.4538,2005.183,912
2014/5/20,152.4431,2008.119,910.74
2014/5/21,152.4671,2024.951,907.41
2014/5/22,152.5193,2021.285,906.15
2014/5/23,152.6516,2034.569,910.23
2014/5/26,152.7388,2041.476,
2014/5/27,152.8154,2034.565,911.62
2014/5/28,152.9351,2050.228,911.44
2014/5/29,153.078,2040.595,909.81
2014/5/30,153.266,2039.212,906.39
2014/6/3,153.707,2038.305,908.15
2014/6/4,153.8597,2024.834,
2014/6/5,153.8467,2040.878,904.76
2014/6/6,153.7903,2029.956,901.31
2014/6/9,153.7784,2030.502,895.36
2014/6/10,153.9194,2052.532,899.75
2014/6/11,153.9493,2054.948,895.28
2014/6/12,153.9904,2051.713,889.24
2014/6/13,153.9389,2070.715,888.7
2014/6/16,154.0932,2085.983,887.47
2014/6/17,154.1207,2066.698,888.66
2014/6/18,154.0955,2055.519,890.49
2014/6/19,154.1046,2023.735,893.23
2014/6/20,154.1885,2026.674,
2014/6/23,154.2659,2024.365,900.55
2014/6/24,154.3166,2033.931,900.84
2014/6/25,154.321,2025.502,902.01
2014/6/26,154.3685,2038.677,899.72
2014/6/27,154.385,2036.51,899.13
2014/6/30,154.3824,2048.327,897.6
2014/7/1,154.2294,2050.381,911.74
2014/7/2,154.0796,2059.418,915.84
2014/7/3,153.9699,2063.229,918.33
2014/7/4,153.8273,2059.375,
2014/7/7,154.0123,2059.927,917.91
2014/7/8,154.0157,2064.021,918.1
2014/7/9,154.0055,2038.612,918.09
2014/7/10,154.0164,2038.342,920.12
2014/7/11,154.0714,2046.961,914.93
2014/7/14,154.0814,2066.646,917.75
2014/7/15,153.9807,2070.357,920.44
2014/7/16,153.79,2067.276,916.76
2014/7/17,153.5345,2055.591,917.29
2014/7/18,153.3778,2059.067,
2014/7/21,153.5272,2054.479,915.48
2014/7/22,153.673,2075.481,
2014/7/23,153.6736,2078.489,922.17
2014/7/24,153.7192,2105.062,926.78
2014/7/25,153.8484,2126.614,928.08
2014/7/28,153.9382,2177.948,930.99
2014/7/29,153.933,2183.192,934.33
2014/7/30,153.9696,2181.243,933.46
2014/7/31,154.0851,2201.562,933.7
2014/8/1,154.1496,2185.303,931.89
2014/8/4,154.2507,2223.331,929.27
2014/8/5,154.2695,2219.945,927.62
2014/8/6,154.3425,2217.465,927.45
2014/8/7,154.359,2187.669,923.5
2014/8/8,154.3807,2194.425,922.63
2014/8/11,154.4473,2224.654,921.71
2014/8/12,154.4409,2221.595,922.18
2014/8/13,154.5183,2222.877,
2014/8/14,154.7278,2206.466,917.03
2014/8/15,154.8147,2226.734,917.25
2014/8/18,154.8456,2239.466,915.13
2014/8/19,154.8012,2245.33,914.06
2014/8/20,154.7466,2240.211,923.32
2014/8/21,154.7891,2230.458,923.68
2014/8/22,154.8103,2240.812,927.46
2014/8/25,154.8964,2229.274,929.27
2014/8/26,154.9214,2207.106,925.2
2014/8/27,155.063,2209.465,922.97
2014/8/28,155.1615,2195.818,918.05
2014/8/29,155.1529,2217.2,922.1
2014/9/1,155.2101,2235.511,
2014/9/2,155.2372,2266.046,917.05
2014/9/3,155.201,2288.627,915.49
2014/9/4,155.1822,2306.862,917.9
2014/9/5,155.2024,2326.432,920.64
2014/9/9,155.3028,2326.527,914.27
2014/9/10,155.2935,2318.305,910.35
2014/9/11,155.3081,2311.679,902.97
2014/9/12,155.355,2331.95,903.42
2014/9/15,155.5389,2339.14,901.68
2014/9/16,155.519,2296.555,904.2
2014/9/17,155.7934,2307.893,903.13
2014/9/18,156.0731,2315.928,902.11
2014/9/19,156.4415,2329.451,901.77
2014/9/22,156.588,2289.866,898.28
2014/9/23,156.6833,2309.718,895.52
2014/9/24,156.5646,2343.575,899.74
2014/9/25,156.6514,2345.103,891.61
2014/9/26,156.6668,2347.718,888.73
2014/9/29,156.8469,2357.711,891.35
2014/9/30,156.926,2363.87,885.08
2014/10/8,157.0365,2382.794,879.31
2014/10/9,156.9893,2389.371,881.86
2014/10/10,157.0035,2374.54,880.91
2014/10/13,157.1462,2366.009,879.97
2014/10/14,157.5657,2359.475,884.62
2014/10/15,157.9597,2373.67,875.68
2014/10/16,158.1238,2356.499,871.06
2014/10/17,158.3082,2341.184,871.39
2014/10/20,158.8214,2356.728,865.51
2014/10/21,159.0794,2339.657,868.13
2014/10/22,158.9801,2326.553,861.42
2014/10/23,158.9822,2302.418,867.27
2014/10/24,159.083,2302.28,864.99
2014/10/27,159.2232,2290.437,870.27
2014/10/28,159.4403,2337.871,872.53
2014/10/29,159.7102,2373.03,869.12
2014/10/30,159.6726,2391.076,873.53
2014/10/31,159.7927,2420.178,874.9
2014/11/3,160.1478,2430.032,877.31
2014/11/4,160.6826,2430.677,872.13
2014/11/5,160.9404,2419.254,868
2014/11/6,160.9788,2425.864,866.21
2014/11/7,161.3406,2418.171,868.9
2014/11/10,161.7792,2473.673,851.83
2014/11/11,162.0273,2469.673,854.97
2014/11/12,161.8315,2494.476,853.58
2014/11/13,161.6506,2485.606,854.16
2014/11/14,161.2884,2478.824,855
2014/11/17,161.0825,2474.009,851.02
2014/11/18,161.1705,2456.366,847.72
2014/11/19,161.1241,2450.986,850.56
2014/11/20,160.9302,2452.66,
2014/11/21,160.8045,2486.791,
2014/11/24,161.9459,2532.879,859.14
2014/11/25,161.8261,2567.597,854.58
2014/11/26,161.841,2604.345,854.42
2014/11/27,161.8214,2630.486,
2014/11/28,161.8478,2682.835,847.51
2014/12/1,161.8834,2680.155,850.21
2014/12/2,161.6828,2763.545,844.56
2014/12/3,161.1884,2779.525,845.86
2014/12/4,160.8191,2899.456,847
2014/12/5,160.2306,2937.647,847.86
2014/12/8,159.9805,3020.258,848.37
2014/12/9,159.317,2856.269,850.62
2014/12/10,159.6114,2940.006,847.39
2014/12/11,159.7067,2925.743,848.47
2014/12/12,159.7101,2938.173,847.79
2014/12/15,159.672,2953.421,845.42
2014/12/16,159.759,3021.518,844.26
2014/12/17,159.7975,3061.02,830.31
2014/12/18,159.7762,3057.521,825.05
2014/12/19,159.9417,3108.596,829.06
2014/12/22,160.1015,3127.445,828.89
2014/12/23,160.3965,3032.612,825.19
2014/12/24,160.7659,2972.532,824.15
2014/12/25,160.8083,3072.536,
2014/12/26,160.8474,3157.603,
2014/12/29,160.9559,3168.016,825.34
2014/12/30,160.9709,3165.815,824.47
2014/12/31,160.9798,3234.677,822.38
2015/1/5,161.1141,3350.519,823.26
2015/1/6,161.168,3351.446,823.16
2015/1/7,161.2458,3373.954,824.32
2015/1/8,161.2821,3293.456,823.78
2015/1/9,161.3175,3285.412,826.21
2015/1/12,161.4022,3229.316,822.62
2015/1/13,161.6409,3235.301,816.65
2015/1/14,161.9186,3222.437,799.86
2015/1/15,162.0003,3336.455,799.87
2015/1/16,162.2453,3376.495,802.2
2015/1/19,162.425,3116.351,
2015/1/20,162.4828,3173.052,801.81
2015/1/21,162.5647,3323.611,803.23
2015/1/22,162.6909,3343.344,804.17
2015/1/23,162.7477,3351.764,804
2015/1/26,162.9193,3383.182,803.27
2015/1/27,162.9365,3352.96,799.33
2015/1/28,162.8254,3305.738,798.33
2015/1/29,162.737,3262.305,789.88
2015/1/30,162.7078,3210.363,792.01
2015/2/2,162.843,3128.3,791.61
2015/2/3,162.8991,3204.907,
2015/2/4,162.9212,3174.126,799.77
2015/2/5,163.1987,3136.531,798.97
2015/2/6,163.1366,3075.907,795.66
2015/2/9,163.27,3095.124,795.31
2015/2/10,163.2945,3141.593,738.12
2015/2/11,163.4766,3157.704,734.91
2015/2/12,163.5965,3173.416,737.7
2015/2/13,163.7517,3203.827,742.04
2015/2/16,163.9601,3222.363,
2015/2/17,164.0148,3246.906,740.07
2015/2/25,164.2021,3228.843,734.51
2015/2/26,164.1688,3298.359,735.14
2015/2/27,164.1165,3310.303,735.16
2015/3/2,164.0587,3336.285,732.26
2015/3/3,163.9202,3263.052,729.94
2015/3/4,163.9029,3279.533,729.85
2015/3/5,163.6883,3248.476,729.6
2015/3/6,163.5384,3241.187,727.86
2015/3/9,163.4545,3302.408,726.27
2015/3/10,163.3975,3286.068,722.24
2015/3/11,163.7057,3290.9,720.44
2015/3/12,163.796,3349.323,721.51
2015/3/13,163.6638,3372.911,721.06
2015/3/16,163.5095,3449.305,720.53
2015/3/17,163.4432,3502.847,718.86
2015/3/18,163.3879,3577.301,
2015/3/19,163.3541,3582.271,715.76
2015/3/20,163.4726,3617.318,723.26
2015/3/23,163.479,3687.728,729.56
2015/3/24,163.3524,3691.41,733.87
2015/3/25,163.2594,3660.727,732.61
2015/3/26,162.9195,3682.095,732.99
2015/3/27,162.7532,3691.096,730.89
2015/3/30,162.5365,3786.568,729.61
