Date,社会融资规模当月值,社会融资规模同比增长率(%),CPI：当月同比,PPI：全部工业品：当月同比,工业增加值：当月同比,社会消费品零售总额：当月同比,PMI,国内信贷,M2：同比,金融机构：各项存款余额同比,金融机构：各项贷款余额同比,中债国开债到期收益率:10年,中债国债到期收益率:10年
2009-05,0.46525520327605857,0.8316943542237746,0.041175355450236976,0.05579868708971556,0.1966292134831461,0.4671052631578947,0.7009803921568628,0.10768026644956971,0.8160073597056118,0.8912551730366503,0.7632127271923743,0.25238927323300775,0.14312691659659357
2009-06,0.17651032211761725,0.5293773936631884,0.010018957345971575,0.022975929978118204,0.29775280898876405,0.4539473684210526,0.7058823529411765,0.11770724547084331,0.9411223551057959,1.0,0.9198318089405625,0.27064273719291204,0.18816653798182528
2009-07,0.18204078186346942,0.5535835147402793,0.0,0.0,0.303370786516854,0.4671052631578947,0.71078431372549,0.11981582675161315,0.9392824287028521,0.9795929297237466,0.9010414585064473,0.3157011377343921,0.2725246158176479
2009-08,0.2711402879216448,0.6174541422583308,0.0570047393364929,0.01969365426695844,0.3876404494382023,0.48026315789473684,0.7450980392156862,0.12205480394260886,0.9443422263109477,0.9296729832501326,0.9084566661548483,0.3012156934666031,0.32132013677360205
2009-09,0.1468949212648288,1.0,0.09643601895734598,0.06728665207877464,0.4775280898876405,0.4882994118421053,0.7598039215686272,0.1272661063779041,0.9802207911683533,0.9704258867736316,0.9117206865486608,0.3040447093335153,0.30980493271805587
2009-10,0.22111284670916537,0.6183045852315124,0.12091943127962085,0.12964989059080967,0.6011235955056181,0.5338751809210527,0.803921568627451,0.12823116995567665,0.9852805887764491,0.9555929535613054,0.9135575847200849,0.342143297658554,0.3815003022055765
2009-11,0.19153966310634526,0.4515364495326474,0.22423696682464456,0.33588621444201316,0.7752808988764046,0.5074213065789474,0.803921568627451,0.1328790068869395,1.0,0.9623200068195382,1.0,0.3616794196460407,0.38800015272486577
2009-12,0.45434204415924345,0.5230844052387819,0.34707109004739334,0.5426695842450765,0.7359550561797754,0.6208816039473685,0.8725490196078431,0.13934652639464573,0.9052437902483901,0.9633854641091856,0.9139639909559234,0.3636354474499434,0.36860571050817137
2010-01,0.25015831468738126,0.4492883361233538,0.31618009478672987,0.6859956236323851,,0.3881578947368421,0.8333333333333331,0.14453732863035293,0.8270469181232751,0.918800897768792,0.8153337360420533,0.3480529206190716,0.3741652907287523
2010-02,0.3124920842656309,0.3969331180532944,0.4266350710900474,0.7445295404814004,0.41573033707865176,0.9210526315789475,0.6470588235294117,0.14980208651231985,0.8058877644894205,0.8113850502344285,0.7311909317543491,0.33349031075235863,0.30784696868591205
2010-03,0.33547937687339047,0.7133084990637107,0.395867298578199,0.7729759299781181,0.7134831460674159,0.6513157894736842,0.7990196078431372,0.1548158100408498,0.6669733210671573,0.6773864778699845,0.5111186685023189,0.26011836282842804,0.28093032684228036
2010-04,0.24863849368852112,0.4110380519865442,0.43784834123222743,0.8222100656455142,0.6966292134831462,0.6842105263157895,0.8284313725490197,0.15826200262244403,0.6200551977920884,0.6705652637302857,0.5171835899614973,0.24863639914278213,0.2989055566397135
2010-05,0.23578334107316248,0.37527080819687864,0.4613270142180094,0.8397155361050328,0.6235955056179776,0.6945592105263158,0.7401960784313724,0.16032061934793046,0.5979760809567618,0.6239443727008288,0.49880774102653996,0.19475786320519217,0.22377490051671897
2010-06,0.1725841178705619,0.4489346365308869,0.45076777251184835,0.800328227571116,0.4662921348314607,0.6710526315789473,0.6519607843137255,0.16632240922619884,0.4829806807727691,0.5345316985667374,0.3637202547645008,0.20645816988802507,0.24659304762470377
2010-07,0.24528222231603833,0.5114876966424924,0.4843507109004739,0.7144420131291028,0.4494382022471911,0.6479013157894736,0.607843137254902,0.16710774509486365,0.44158233670653185,0.5077005585007622,0.3739868844287469,0.18301119748947972,0.214414088020431
2010-08,0.25748300755688774,0.44453342417714636,0.5009573459715639,0.6859956236323851,0.4775280898876405,0.6776315789473683,0.6323529411764707,0.17211679917472267,0.515179392824287,0.5610549682963759,0.38016126923200216,0.17995571577698402,0.2226851576884243
2010-09,0.20226284459830288,0.5184854784718039,0.5129194312796208,0.686542669584245,0.4438202247191012,0.706578947368421,0.7352941176470587,0.1775235056763898,0.5059797608095676,0.5814081792793349,0.3788871139758331,0.1929022051338573,0.24276771396329483
2010-10,0.24334022881749484,0.4693458972298491,0.5849478672985782,0.725382932166302,0.43258426966292135,0.6934210526315789,0.7794117647058824,0.17993009800491128,0.5197792088316469,0.5678065797361344,0.40860450917721103,0.2756505997306559,0.3275365878370116
2010-11,0.2481107780639169,0.50236762571218,0.6563886255924171,0.7811816192560175,0.4438202247191012,0.6973684210526315,0.803921568627451,0.18417967591542805,0.5289788408463661,0.5599400291917659,0.4308759023550133,0.43292042455796853,0.4712520045138684
2010-12,0.39122725545657955,0.4308771002687094,0.6058388625592416,0.774070021881838,0.45505617977528096,0.7236842105263158,0.7401960784313724,0.19361384721627137,0.5381784728610856,0.5869054672272851,0.43344767915084875,0.4086471224839764,0.45552096702138906
